"TCG region",Expansion,"Card number","Card number sorting order","Card name",Rarity,"Card variant","Card language","Card condition","Additional card grade label",Quantity
International,"Evolving Skies",016/203,16,Eldegoss,"Rare Holo","Normal Holo",English,Mint,,1
International,"Evolving Skies",017/203,17,Applin,Common,Normal,English,Mint,,1
International,"Evolving Skies",019/203,19,Entei,"Rare Holo","Normal Holo",English,Mint,,1
International,"Evolving Skies",020/203,20,Victini,"Rare Holo","Normal Holo",English,Mint,,1
International,"Evolving Skies",022/203,22,Litleo,Common,Normal,English,Mint,,1
International,"Evolving Skies",023/203,23,Pyroar,Uncommon,Normal,English,Mint,,1
International,"Evolving Skies",024/203,24,Psyduck,Common,Normal,English,Mint,,1
International,"Evolving Skies",025/203,25,Golduck,Uncommon,Normal,English,Mint,,1
International,"Evolving Skies",026/203,26,Tentacool,Common,Normal,English,Mint,,1
International,"Evolving Skies",027/203,27,Tentacruel,Uncommon,Normal,English,Mint,,1
International,"Evolving Skies",032/203,32,Lotad,Common,Normal,English,Mint,,1
International,"Evolving Skies",033/203,33,Lombre,Uncommon,Normal,English,Mint,,1
International,"Evolving Skies",034/203,34,Ludicolo,"Rare Holo","Normal Holo",English,Mint,,1
International,"Evolving Skies",035/203,35,Carvanha,Common,Normal,English,Mint,,1
International,"Evolving Skies",036/203,36,Sharpedo,Rare,Normal,English,Mint,,1
International,"Evolving Skies",037/203,37,Feebas,Common,Normal,English,Mint,,1
International,"Evolving Skies",038/203,38,Milotic,Rare,Normal,English,Mint,,1
International,"Evolving Skies",039/203,39,Luvdisc,Common,Normal,English,Mint,,1
International,"Evolving Skies",042/203,42,Tympole,Common,Normal,English,Mint,,1
International,"Evolving Skies",043/203,43,Cryogonal,Common,Normal,English,Mint,,1
International,"Evolving Skies",044/203,44,Bergmite,Common,Normal,English,Mint,,1
International,"Evolving Skies",045/203,45,Avalugg,Uncommon,Normal,English,Mint,,1
International,"Evolving Skies",046/203,46,Wishiwashi,Rare,Normal,English,Mint,,1
International,"Evolving Skies",047/203,47,Eiscue,Uncommon,Normal,English,Mint,,1
International,"Evolving Skies",049/203,49,Pikachu,Common,Normal,English,Mint,,1
International,"Evolving Skies",050/203,50,Raichu,"Rare Holo","Normal Holo",English,Mint,,1
International,"Evolving Skies",052/203,52,Chinchou,Common,Normal,English,Mint,,1
International,"Evolving Skies",053/203,53,Lanturn,Uncommon,Normal,English,Mint,,1
International,"Evolving Skies",054/203,54,Mareep,Common,Normal,English,Mint,,1
International,"Evolving Skies",055/203,55,Flaaffy,Uncommon,Normal,English,Mint,,1
International,"Evolving Skies",056/203,56,Ampharos,Rare,Normal,English,Mint,,1
International,"Evolving Skies",057/203,57,Emolga,Common,Normal,English,Mint,,1
International,"Evolving Skies",060/203,60,Regieleki,"Rare Holo","Normal Holo",English,Mint,,1
International,"Evolving Skies",061/203,61,Drowzee,Common,Normal,English,Mint,,1
International,"Evolving Skies",062/203,62,Hypno,Uncommon,Normal,English,Mint,,1
International,"Evolving Skies",063/203,63,"Galarian Articuno","Rare Holo","Normal Holo",English,Mint,,1
International,"Evolving Skies",066/203,66,Wobbuffet,Common,Normal,English,Mint,,1
International,"Evolving Skies",067/203,67,Sableye,Common,Normal,English,Mint,,1
International,"Evolving Skies",068/203,68,Woobat,Common,Normal,English,Mint,,1
International,"Evolving Skies",069/203,69,Swoobat,Uncommon,Normal,English,Mint,,1
International,"Evolving Skies",071/203,71,Flabébé,Common,Normal,English,Mint,,1
International,"Evolving Skies",072/203,72,Floette,Uncommon,Normal,English,Mint,,1
International,"Evolving Skies",073/203,73,Florges,"Rare Holo","Normal Holo",English,Mint,,1
International,"Evolving Skies",076/203,76,Pumpkaboo,Common,Normal,English,Mint,,1
International,"Evolving Skies",077/203,77,Gourgeist,Rare,Normal,English,Mint,,1
International,"Evolving Skies",078/203,78,Cutiefly,Common,Normal,English,Mint,,1
International,"Evolving Skies",079/203,79,Ribombee,Uncommon,Normal,English,Mint,,1
International,"Evolving Skies",080/203,80,Marshadow,"Rare Holo","Normal Holo",English,Mint,,1
International,"Evolving Skies",081/203,81,Hitmonchan,Common,Normal,English,Mint,,1
International,"Evolving Skies",082/203,82,"Galarian Zapdos","Rare Holo","Normal Holo",English,Mint,,1
International,"Evolving Skies",084/203,84,Hippopotas,Common,Normal,English,Mint,,1
International,"Evolving Skies",085/203,85,Hippowdon,Uncommon,Normal,English,Mint,,1
International,"Evolving Skies",086/203,86,Roggenrola,Common,Normal,English,Mint,,1
International,"Evolving Skies",087/203,87,Boldore,Uncommon,Normal,English,Mint,,1
International,"Evolving Skies",088/203,88,Gigalith,Rare,Normal,English,Mint,,1
International,"Evolving Skies",089/203,89,Palpitoad,Uncommon,Normal,English,Mint,,1
International,"Evolving Skies",090/203,90,Seismitoad,Rare,Normal,English,Mint,,1
International,"Evolving Skies",093/203,93,"Galarian Moltres","Rare Holo","Normal Holo",English,Mint,,1
International,"Evolving Skies",096/203,96,Nuzleaf,Uncommon,Normal,English,Mint,,1
International,"Evolving Skies",097/203,97,Shiftry,Rare,Normal,English,Mint,,1
International,"Evolving Skies",098/203,98,Scraggy,Common,Normal,English,Mint,,1
International,"Evolving Skies",099/203,99,Scrafty,Uncommon,Normal,English,Mint,,1
International,"Evolving Skies",102/203,102,Zorua,Common,Normal,English,Mint,,1
International,"Evolving Skies",103/203,103,Zoroark,"Rare Holo","Normal Holo",English,Mint,,1
International,"Evolving Skies",104/203,104,Nickit,Common,Normal,English,Mint,,1
International,"Evolving Skies",105/203,105,Thievul,Rare,Normal,English,Mint,,1
International,"Evolving Skies",106/203,106,Altaria,Rare,Normal,English,Mint,,1
International,"Evolving Skies",107/203,107,Bagon,Common,Normal,English,Mint,,1
International,"Evolving Skies",108/203,108,Shelgon,Uncommon,Normal,English,Mint,,1
International,"Evolving Skies",109/203,109,Salamence,"Rare Holo","Normal Holo",English,Mint,,1
International,"Evolving Skies",112/203,112,Dialga,"Rare Holo","Normal Holo",English,Mint,,1
International,"Evolving Skies",113/203,113,Deino,Common,Normal,English,Mint,,1
International,"Evolving Skies",114/203,114,Zweilous,Uncommon,Normal,English,Mint,,1
International,"Evolving Skies",115/203,115,Hydreigon,"Rare Holo","Normal Holo",English,Mint,,1
International,"Evolving Skies",116/203,116,Kyurem,"Rare Holo","Normal Holo",English,Mint,,1
International,"Evolving Skies",118/203,118,Zygarde,"Rare Holo","Normal Holo",English,Mint,,1
International,"Evolving Skies",119/203,119,Drampa,Rare,Normal,English,Mint,,1
International,"Evolving Skies",120/203,120,Flapple,Rare,Normal,English,Mint,,1
International,"Evolving Skies",121/203,121,Appletun,Rare,Normal,English,Mint,,1
International,"Evolving Skies",124/203,124,Regidrago,"Rare Holo","Normal Holo",English,Mint,,1
International,"Evolving Skies",125/203,125,Eevee,Common,Normal,English,Mint,,1
International,"Evolving Skies",126/203,126,Teddiursa,Common,Normal,English,Mint,,1
International,"Evolving Skies",127/203,127,Ursaring,Uncommon,Normal,English,Mint,,1
International,"Evolving Skies",128/203,128,Smeargle,Rare,Normal,English,Mint,,1
International,"Evolving Skies",129/203,129,Slakoth,Common,Normal,English,Mint,,1
International,"Evolving Skies",130/203,130,Vigoroth,Uncommon,Normal,English,Mint,,1
International,"Evolving Skies",131/203,131,Slaking,"Rare Holo","Normal Holo",English,Mint,,1
International,"Evolving Skies",132/203,132,Swablu,Common,Normal,English,Mint,,1
International,"Evolving Skies",133/203,133,Lillipup,Common,Normal,English,Mint,,1
International,"Evolving Skies",134/203,134,Herdier,Uncommon,Normal,English,Mint,,1
International,"Evolving Skies",135/203,135,Stoutland,Rare,Normal,English,Mint,,1
International,"Evolving Skies",136/203,136,Rufflet,Common,Normal,English,Mint,,1
International,"Evolving Skies",137/203,137,Braviary,Uncommon,Normal,English,Mint,,1
International,"Evolving Skies",138/203,138,Fletchling,Common,Normal,English,Mint,,1
International,"Evolving Skies",139/203,139,Fletchinder,Uncommon,Normal,English,Mint,,1
International,"Evolving Skies",140/203,140,Talonflame,Rare,Normal,English,Mint,,1
International,"Evolving Skies",141/203,141,"Aroma Lady",Uncommon,Normal,English,Mint,,1
International,"Evolving Skies",142/203,142,"Boost Shake",Uncommon,Normal,English,Mint,,1
International,"Evolving Skies",143/203,143,Copycat,Uncommon,Normal,English,Mint,,1
International,"Evolving Skies",144/203,144,"Crystal Cave",Uncommon,Normal,English,Mint,,1
International,"Evolving Skies",145/203,145,"Digging Gloves",Uncommon,Normal,English,Mint,,1
International,"Evolving Skies",146/203,146,"Dream Ball",Uncommon,Normal,English,Mint,,1
International,"Evolving Skies",147/203,147,"Elemental Badge",Uncommon,Normal,English,Mint,,1
International,"Evolving Skies",148/203,148,"Full Face Guard",Uncommon,Normal,English,Mint,,1
International,"Evolving Skies",149/203,149,Gordie,Uncommon,Normal,English,Mint,,1
International,"Evolving Skies",150/203,150,"Lucky Ice Pop",Uncommon,Normal,English,Mint,,1
International,"Evolving Skies",151/203,151,"Moon & Sun Badge",Uncommon,Normal,English,Mint,,1
International,"Evolving Skies",152/203,152,Raihan,Uncommon,Normal,English,Mint,,1
International,"Evolving Skies",153/203,153,"Rapid Strike Scroll of the Flying Dragon",Uncommon,Normal,English,Mint,,1
International,"Evolving Skies",154/203,154,"Rescue Carrier",Uncommon,Normal,English,Mint,,1
International,"Evolving Skies",155/203,155,"Ribbon Badge",Uncommon,Normal,English,Mint,,1
International,"Evolving Skies",156/203,156,"Rubber Gloves",Uncommon,Normal,English,Mint,,1
International,"Evolving Skies",157/203,157,"Shopping Center",Uncommon,Normal,English,Mint,,1
International,"Evolving Skies",158/203,158,"Single Strike Scroll of the Fanged Dragon",Uncommon,Normal,English,Mint,,1
International,"Evolving Skies",159/203,159,"Snow Leaf Badge",Uncommon,Normal,English,Mint,,1
International,"Evolving Skies",160/203,160,"Spirit Mask",Uncommon,Normal,English,Mint,,1
International,"Evolving Skies",161/203,161,"Stormy Mountains",Uncommon,Normal,English,Mint,,1
International,"Evolving Skies",162/203,162,"Switching Cups",Uncommon,Normal,English,Mint,,1
International,"Evolving Skies",163/203,163,"Toy Catcher",Uncommon,Normal,English,Mint,,1
International,"Evolving Skies",164/203,164,"Zinnia's Resolve",Uncommon,Normal,English,Mint,,1
International,"Evolving Skies",165/203,165,"Treasure Energy",Uncommon,Normal,English,Mint,,1
International,"Chilling Reign",001/198,1,Weedle,Common,Normal,English,Mint,,1
International,"Chilling Reign",002/198,2,Kakuna,Uncommon,Normal,English,Mint,,1
International,"Chilling Reign",003/198,3,Beedrill,"Rare Holo","Normal Holo",English,Mint,,1
International,"Chilling Reign",004/198,4,Ledyba,Common,Normal,English,Mint,,1
International,"Chilling Reign",005/198,5,Ledian,Uncommon,Normal,English,Mint,,1
International,"Chilling Reign",006/198,6,Heracross,Common,Normal,English,Mint,,1
International,"Chilling Reign",009/198,9,Snover,Common,Normal,English,Mint,,1
International,"Chilling Reign",010/198,10,Abomasnow,Rare,Normal,English,Mint,,1
International,"Chilling Reign",011/198,11,Deerling,Common,Normal,English,Mint,,1
International,"Chilling Reign",012/198,12,Sawsbuck,Rare,Normal,English,Mint,,1
International,"Chilling Reign",013/198,13,Bounsweet,Common,Normal,English,Mint,,1
International,"Chilling Reign",014/198,14,Steenee,Uncommon,Normal,English,Mint,,1
International,"Chilling Reign",015/198,15,Tsareena,Rare,Normal,English,Mint,,1
International,"Chilling Reign",016/198,16,Grookey,Common,Normal,English,Mint,,1
International,"Chilling Reign",017/198,17,Thwackey,Uncommon,Normal,English,Mint,,1
International,"Chilling Reign",018/198,18,Rillaboom,"Rare Holo","Normal Holo",English,Mint,,1
International,"Chilling Reign",019/198,19,Zarude,"Rare Holo","Normal Holo",English,Mint,,1
International,"Chilling Reign",022/198,22,"Castform Sunny Form",Common,Normal,English,Mint,,1
International,"Chilling Reign",023/198,23,Larvesta,Common,Normal,English,Mint,,1
International,"Chilling Reign",024/198,24,Volcarona,Rare,Normal,English,Mint,,1
International,"Chilling Reign",026/198,26,Scorbunny,Common,Normal,English,Mint,,1
International,"Chilling Reign",027/198,27,Raboot,Uncommon,Normal,English,Mint,,1
International,"Chilling Reign",028/198,28,Cinderace,"Rare Holo","Normal Holo",English,Mint,,1
International,"Chilling Reign",029/198,29,Lapras,Common,Normal,English,Mint,,1
International,"Chilling Reign",030/198,30,Sneasel,Common,Normal,English,Mint,,1
International,"Chilling Reign",031/198,31,Weavile,"Rare Holo","Normal Holo",English,Mint,,1
International,"Chilling Reign",032/198,32,Delibird,Common,Normal,English,Mint,,1
International,"Chilling Reign",033/198,33,"Castform Rainy Form",Common,Normal,English,Mint,,1
International,"Chilling Reign",034/198,34,"Castform Snowy Form",Common,Normal,English,Mint,,1
International,"Chilling Reign",035/198,35,Snorunt,Common,Normal,English,Mint,,1
International,"Chilling Reign",036/198,36,Froslass,"Rare Holo","Normal Holo",English,Mint,,1
International,"Chilling Reign",037/198,37,Spheal,Common,Normal,English,Mint,,1
International,"Chilling Reign",038/198,38,Sealeo,Uncommon,Normal,English,Mint,,1
International,"Chilling Reign",039/198,39,Walrein,Rare,Normal,English,Mint,,1
International,"Chilling Reign",040/198,40,"Tapu Fini","Rare Holo","Normal Holo",English,Mint,,1
International,"Chilling Reign",041/198,41,Sobble,Common,Normal,English,Mint,,1
International,"Chilling Reign",042/198,42,Drizzile,Uncommon,Normal,English,Mint,,1
International,"Chilling Reign",043/198,43,Inteleon,"Rare Holo","Normal Holo",English,Mint,,1
International,"Chilling Reign",044/198,44,"Rapid Strike Urshifu","Rare Holo","Normal Holo",English,Mint,,1
International,"Chilling Reign",047/198,47,Mareep,Common,Normal,English,Mint,,1
International,"Chilling Reign",048/198,48,Flaaffy,Uncommon,Normal,English,Mint,,1
International,"Chilling Reign",049/198,49,Ampharos,Rare,Normal,English,Mint,,1
International,"Chilling Reign",050/198,50,Blitzle,Common,Normal,English,Mint,,1
International,"Chilling Reign",051/198,51,Zebstrika,Rare,Normal,English,Mint,,1
International,"Chilling Reign",052/198,52,Thundurus,"Rare Holo","Normal Holo",English,Mint,,1
International,"Chilling Reign",054/198,54,"Galarian Slowpoke",Common,Normal,English,Mint,,1
International,"Chilling Reign",055/198,55,Gastly,Common,Normal,English,Mint,,1
International,"Chilling Reign",056/198,56,Haunter,Uncommon,Normal,English,Mint,,1
International,"Chilling Reign",057/198,57,Gengar,"Rare Holo","Normal Holo",English,Mint,,1
International,"Chilling Reign",059/198,59,Ralts,Common,Normal,English,Mint,,1
International,"Chilling Reign",060/198,60,Kirlia,Uncommon,Normal,English,Mint,,1
International,"Chilling Reign",061/198,61,Gardevoir,"Rare Holo","Normal Holo",English,Mint,,1
International,"Chilling Reign",062/198,62,Shuppet,Common,Normal,English,Mint,,1
International,"Chilling Reign",063/198,63,Banette,Rare,Normal,English,Mint,,1
International,"Chilling Reign",064/198,64,Cresselia,"Rare Holo","Normal Holo",English,Mint,,1
International,"Chilling Reign",065/198,65,Golett,Common,Normal,English,Mint,,1
International,"Chilling Reign",066/198,66,Golurk,Rare,Normal,English,Mint,,1
International,"Chilling Reign",067/198,67,Swirlix,Common,Normal,English,Mint,,1
International,"Chilling Reign",068/198,68,Slurpuff,Rare,Normal,English,Mint,,1
International,"Chilling Reign",069/198,69,Inkay,Common,Normal,English,Mint,,1
International,"Chilling Reign",070/198,70,Malamar,Rare,Normal,English,Mint,,1
International,"Chilling Reign",071/198,71,Hatenna,Common,Normal,English,Mint,,1
International,"Chilling Reign",072/198,72,Hattrem,Uncommon,Normal,English,Mint,,1
International,"Chilling Reign",073/198,73,Hatterene,"Rare Holo","Normal Holo",English,Mint,,1
International,"Chilling Reign",076/198,76,Diglett,Common,Normal,English,Mint,,1
International,"Chilling Reign",077/198,77,Dugtrio,Rare,Normal,English,Mint,,1
International,"Chilling Reign",078/198,78,"Galarian Farfetch'd",Common,Normal,English,Mint,,1
International,"Chilling Reign",079/198,79,"Galarian Sirfetch'd",Rare,Normal,English,Mint,,1
International,"Chilling Reign",081/198,81,Gallade,Rare,Normal,English,Mint,,1
International,"Chilling Reign",082/198,82,"Galarian Yamask",Common,Normal,English,Mint,,1
International,"Chilling Reign",083/198,83,"Galarian Runerigus","Rare Holo","Normal Holo",English,Mint,,1
International,"Chilling Reign",084/198,84,Crabrawler,Common,Normal,English,Mint,,1
International,"Chilling Reign",085/198,85,Crabominable,Uncommon,Normal,English,Mint,,1
International,"Chilling Reign",086/198,86,Rockruff,Common,Normal,English,Mint,,1
International,"Chilling Reign",087/198,87,Lycanroc,"Rare Holo","Normal Holo",English,Mint,,1
International,"Chilling Reign",088/198,88,Passimian,Rare,Normal,English,Mint,,1
International,"Chilling Reign",091/198,91,Clobbopus,Common,Normal,English,Mint,,1
International,"Chilling Reign",092/198,92,Grapploct,"Rare Holo","Normal Holo",English,Mint,,1
International,"Chilling Reign",093/198,93,Kubfu,Common,Normal,English,Mint,,1
International,"Chilling Reign",094/198,94,Koffing,Common,Normal,English,Mint,,1
International,"Chilling Reign",095/198,95,Weezing,Rare,Normal,English,Mint,,1
International,"Chilling Reign",096/198,96,"Galarian Weezing",Rare,Normal,English,Mint,,1
International,"Chilling Reign",098/198,98,"Galarian Slowking","Rare Holo","Normal Holo",English,Mint,,1
International,"Chilling Reign",101/198,101,Qwilfish,Common,Normal,English,Mint,,1
International,"Chilling Reign",102/198,102,Seviper,Rare,Normal,English,Mint,,1
International,"Chilling Reign",103/198,103,Spiritomb,Rare,Normal,English,Mint,,1
International,"Chilling Reign",105/198,105,Venipede,Common,Normal,English,Mint,,1
International,"Chilling Reign",106/198,106,Whirlipede,Uncommon,Normal,English,Mint,,1
International,"Chilling Reign",107/198,107,Scolipede,Rare,Normal,English,Mint,,1
International,"Chilling Reign",108/198,108,"Single Strike Urshifu","Rare Holo","Normal Holo",English,Mint,,1
International,"Chilling Reign",109/198,109,Aron,Common,Normal,English,Mint,,1
International,"Chilling Reign",110/198,110,Lairon,Uncommon,Normal,English,Mint,,1
International,"Chilling Reign",111/198,111,Aggron,Rare,Normal,English,Mint,,1
International,"Chilling Reign",114/198,114,Cobalion,"Rare Holo","Normal Holo",English,Mint,,1
International,"Chilling Reign",115/198,115,Tauros,"Rare Holo","Normal Holo",English,Mint,,1
International,"Chilling Reign",116/198,116,Porygon,Common,Normal,English,Mint,,1
International,"Chilling Reign",117/198,117,Porygon2,Uncommon,Normal,English,Mint,,1
International,"Chilling Reign",118/198,118,Porygon-Z,"Rare Holo","Normal Holo",English,Mint,,1
International,"Chilling Reign",120/198,120,Zangoose,Rare,Normal,English,Mint,,1
International,"Chilling Reign",121/198,121,Castform,Common,Normal,English,Mint,,1
International,"Chilling Reign",122/198,122,Kecleon,Rare,Normal,English,Mint,,1
International,"Chilling Reign",123/198,123,Shaymin,"Rare Holo","Normal Holo",English,Mint,,1
International,"Chilling Reign",126/198,126,Furfrou,Common,Normal,English,Mint,,1
International,"Chilling Reign",127/198,127,Skwovet,Common,Normal,English,Mint,,1
International,"Chilling Reign",128/198,128,Greedent,"Rare Holo","Normal Holo",English,Mint,,1
International,"Chilling Reign",129/198,129,Agatha,Uncommon,Normal,English,Mint,,1
International,"Chilling Reign",130/198,130,Avery,Uncommon,Normal,English,Mint,,1
International,"Chilling Reign",131/198,131,Brawly,Uncommon,Normal,English,Mint,,1
International,"Chilling Reign",132/198,132,Caitlin,Uncommon,Normal,English,Mint,,1
International,"Chilling Reign",133/198,133,"Crushing Gloves",Uncommon,Normal,English,Mint,,1
International,"Chilling Reign",134/198,134,Doctor,Uncommon,Normal,English,Mint,,1
International,"Chilling Reign",135/198,135,"Dyna Tree Hill",Uncommon,Normal,English,Mint,,1
International,"Chilling Reign",136/198,136,"Echoing Horn",Uncommon,Normal,English,Mint,,1
International,"Chilling Reign",137/198,137,"Expedition Uniform",Uncommon,Normal,English,Mint,,1
International,"Chilling Reign",138/198,138,"Fire-Resistant Gloves",Uncommon,Normal,English,Mint,,1
International,"Chilling Reign",139/198,139,Flannery,Uncommon,Normal,English,Mint,,1
International,"Chilling Reign",140/198,140,"Fog Crystal",Uncommon,Normal,English,Mint,,1
International,"Chilling Reign",141/198,141,"Galarian Chestplate",Uncommon,Normal,English,Mint,,1
International,"Chilling Reign",142/198,142,Honey,Uncommon,Normal,English,Mint,,1
International,"Chilling Reign",143/198,143,"Justified Gloves",Uncommon,Normal,English,Mint,,1
International,"Chilling Reign",144/198,144,"Karen's Conviction",Uncommon,Normal,English,Mint,,1
International,"Chilling Reign",145/198,145,Klara,Uncommon,Normal,English,Mint,,1
International,"Chilling Reign",146/198,146,Melony,Uncommon,Normal,English,Mint,,1
International,"Chilling Reign",147/198,147,"Old Cemetery",Uncommon,Normal,English,Mint,,1
International,"Chilling Reign",148/198,148,"Path to the Peak",Uncommon,Normal,English,Mint,,1
International,"Chilling Reign",149/198,149,Peonia,Uncommon,Normal,English,Mint,,1
International,"Chilling Reign",150/198,150,Peony,Uncommon,Normal,English,Mint,,1
International,"Chilling Reign",151/198,151,"Rapid Strike Scroll of the Skies",Uncommon,Normal,English,Mint,,1
International,"Chilling Reign",152/198,152,"Rugged Helmet",Uncommon,Normal,English,Mint,,1
International,"Chilling Reign",153/198,153,Siebold,Uncommon,Normal,English,Mint,,1
International,"Chilling Reign",154/198,154,"Single Strike Scroll of Piercing",Uncommon,Normal,English,Mint,,1
International,"Chilling Reign",155/198,155,"Weeding Gloves",Uncommon,Normal,English,Mint,,1
International,"Chilling Reign",156/198,156,"Welcoming Lantern",Uncommon,Normal,English,Mint,,1
International,"Chilling Reign",157/198,157,"Impact Energy",Uncommon,Normal,English,Mint,,1
International,"Chilling Reign",158/198,158,"Lucky Energy",Uncommon,Normal,English,Mint,,1
International,"Chilling Reign",159/198,159,"Spiral Energy",Uncommon,Normal,English,Mint,,1
International,"Battle Styles",001/163,1,Bellsprout,Common,Normal,English,Mint,,1
International,"Battle Styles",002/163,2,Weepinbell,Uncommon,Normal,English,Mint,,1
International,"Battle Styles",003/163,3,Victreebel,Rare,Normal,English,Mint,,1
International,"Battle Styles",004/163,4,Cacnea,Common,Normal,English,Mint,,1
International,"Battle Styles",005/163,5,Cacturne,Uncommon,Normal,English,Mint,,1
International,"Battle Styles",007/163,7,Cherubi,Common,Normal,English,Mint,,1
International,"Battle Styles",009/163,9,Carnivine,Uncommon,Normal,English,Mint,,1
International,"Battle Styles",010/163,10,Durant,Uncommon,Normal,English,Mint,,1
International,"Battle Styles",011/163,11,Scatterbug,Common,Normal,English,Mint,,1
International,"Battle Styles",012/163,12,Spewpa,Uncommon,Normal,English,Mint,,1
International,"Battle Styles",013/163,13,Vivillon,Rare,Normal,English,Mint,,1
International,"Battle Styles",014/163,14,Fomantis,Common,Normal,English,Mint,,1
International,"Battle Styles",015/163,15,Lurantis,Rare,Normal,English,Mint,,1
International,"Battle Styles",016/163,16,"Tapu Bulu","Rare Holo","Normal Holo",English,Mint,,1
International,"Battle Styles",017/163,17,Blipbug,Common,Normal,English,Mint,,1
International,"Battle Styles",020/163,20,Entei,"Rare Holo","Normal Holo",English,Mint,,1
International,"Battle Styles",023/163,23,Tepig,Common,Normal,English,Mint,,1
International,"Battle Styles",024/163,24,Pignite,Uncommon,Normal,English,Mint,,1
International,"Battle Styles",025/163,25,Emboar,"Rare Holo","Normal Holo",English,Mint,,1
International,"Battle Styles",026/163,26,Heatmor,Uncommon,Normal,English,Mint,,1
International,"Battle Styles",027/163,27,Salandit,Common,Normal,English,Mint,,1
International,"Battle Styles",028/163,28,Salazzle,Rare,Normal,English,Mint,,1
International,"Battle Styles",029/163,29,Sizzlipede,Common,Normal,English,Mint,,1
International,"Battle Styles",030/163,30,Centiskorch,Rare,Normal,English,Mint,,1
International,"Battle Styles",031/163,31,Horsea,Common,Normal,English,Mint,,1
International,"Battle Styles",032/163,32,Seadra,Uncommon,Normal,English,Mint,,1
International,"Battle Styles",033/163,33,Kingdra,"Rare Holo","Normal Holo",English,Mint,,1
International,"Battle Styles",034/163,34,"Galarian Mr. Mime",Common,Normal,English,Mint,,1
International,"Battle Styles",035/163,35,"Galarian Mr. Rime",Rare,Normal,English,Mint,,1
International,"Battle Styles",036/163,36,Remoraid,Common,Normal,English,Mint,,1
International,"Battle Styles",037/163,37,Octillery,"Rare Holo","Normal Holo",English,Mint,,1
International,"Battle Styles",038/163,38,Corphish,Common,Normal,English,Mint,,1
International,"Battle Styles",039/163,39,Crawdaunt,Uncommon,Normal,English,Mint,,1
International,"Battle Styles",041/163,41,Frillish,Common,Normal,English,Mint,,1
International,"Battle Styles",042/163,42,Jellicent,Rare,Normal,English,Mint,,1
International,"Battle Styles",043/163,43,Bruxish,Uncommon,Normal,English,Mint,,1
International,"Battle Styles",044/163,44,Electabuzz,Common,Normal,English,Mint,,1
International,"Battle Styles",045/163,45,Electivire,Rare,Normal,English,Mint,,1
International,"Battle Styles",046/163,46,Shinx,Common,Normal,English,Mint,,1
International,"Battle Styles",047/163,47,Luxio,Uncommon,Normal,English,Mint,,1
International,"Battle Styles",049/163,49,Pachirisu,Common,Normal,English,Mint,,1
International,"Battle Styles",052/163,52,Yamper,Common,Normal,English,Mint,,1
International,"Battle Styles",053/163,53,Boltund,Rare,Normal,English,Mint,,1
International,"Battle Styles",054/163,54,"Galarian Slowpoke",Common,Normal,English,Mint,,1
International,"Battle Styles",055/163,55,Spoink,Common,Normal,English,Mint,,1
International,"Battle Styles",056/163,56,Grumpig,Uncommon,Normal,English,Mint,,1
International,"Battle Styles",057/163,57,Baltoy,Common,Normal,English,Mint,,1
International,"Battle Styles",058/163,58,Claydol,Rare,Normal,English,Mint,,1
International,"Battle Styles",059/163,59,Chimecho,Common,Normal,English,Mint,,1
International,"Battle Styles",060/163,60,Espurr,Common,Normal,English,Mint,,1
International,"Battle Styles",061/163,61,Meowstic,"Rare Holo","Normal Holo",English,Mint,,1
International,"Battle Styles",064/163,64,Dottler,Uncommon,Normal,English,Mint,,1
International,"Battle Styles",065/163,65,Orbeetle,"Rare Holo","Normal Holo",English,Mint,,1
International,"Battle Styles",066/163,66,Mankey,Common,Normal,English,Mint,,1
International,"Battle Styles",067/163,67,Primeape,Rare,Normal,English,Mint,,1
International,"Battle Styles",068/163,68,Onix,Common,Normal,English,Mint,,1
International,"Battle Styles",069/163,69,Cubone,Common,Normal,English,Mint,,1
International,"Battle Styles",070/163,70,Marowak,Rare,Normal,English,Mint,,1
International,"Battle Styles",071/163,71,Gligar,Common,Normal,English,Mint,,1
International,"Battle Styles",072/163,72,Gliscor,Uncommon,Normal,English,Mint,,1
International,"Battle Styles",073/163,73,Timburr,Common,Normal,English,Mint,,1
International,"Battle Styles",074/163,74,Gurdurr,Uncommon,Normal,English,Mint,,1
International,"Battle Styles",075/163,75,Conkeldurr,Rare,Normal,English,Mint,,1
International,"Battle Styles",076/163,76,Mienfoo,Common,Normal,English,Mint,,1
International,"Battle Styles",077/163,77,Mienshao,Rare,Normal,English,Mint,,1
International,"Battle Styles",078/163,78,Rolycoly,Common,Normal,English,Mint,,1
International,"Battle Styles",079/163,79,Carkol,Uncommon,Normal,English,Mint,,1
International,"Battle Styles",080/163,80,Coalossal,"Rare Holo","Normal Holo",English,Mint,,1
International,"Battle Styles",081/163,81,Silicobra,Common,Normal,English,Mint,,1
International,"Battle Styles",082/163,82,Sandaconda,"Rare Holo","Normal Holo",English,Mint,,1
International,"Battle Styles",083/163,83,Falinks,Rare,Normal,English,Mint,,1
International,"Battle Styles",084/163,84,Stonjourner,Rare,Normal,English,Mint,,1
International,"Battle Styles",089/163,89,Zubat,Common,Normal,English,Mint,,1
International,"Battle Styles",090/163,90,Golbat,Uncommon,Normal,English,Mint,,1
International,"Battle Styles",091/163,91,Crobat,"Rare Holo","Normal Holo",English,Mint,,1
